CustomerID,RiskScore,Predicted,Frequency,Monetary,TotalItems,AvgUnitPrice,Tenure,AvgOrderValue,AvgBasketSize,UniqueProducts,SpendTrend
17171,0.8983243,1,0.64902055,0.36063004,0.10704772,0.0008881601,1.0460562,-0.14222108,0.046314623,0.1135158,-0.088157795
12831,0.5873881,1,-0.055415202,0.31020787,0.3048285,-0.020563005,-0.23081037,0.053196557,-0.017184203,0.057595894,-0.1343258
15789,0.21774432,0,-1.0205988,-0.1589556,-0.2153735,-0.003111179,0.4616163,0.007573057,-0.042453803,-0.21840115,-0.17480375
16198,0.9946567,1,4.3267326,0.0997386,0.2024345,-0.031963713,0.013438919,0.32854414,0.11605546,0.09769004,-0.01175854
13053,0.9971704,1,3.9219837,0.7378406,0.41943058,0.029826526,0.67466855,-0.118725054,0.011504534,0.074821144,0.027782017
15445,0.8905787,1,0.60922766,0.44180554,0.48364717,-0.030606827,0.6528325,-0.022798162,-0.053413335,0.031856492,-0.101534225
12347,0.26701012,0,-0.09154252,-0.17986844,-0.12023834,-0.057808056,-1.4124728,0.34886664,0.38117406,0.13487689,-0.09848125
16170,0.063739076,0,-2.1840048,-0.6100125,-0.264163,-0.06759573,0.69519573,0.012293851,0.11518994,-0.29039118,-0.17925817
16788,0.766873,1,0.12069965,0.06799709,-0.05079301,-0.024647398,0.87854517,0.23936422,0.15962498,-0.34121025,0.055509545
12825,0.8677327,1,0.6045843,0.13312483,0.26555398,0.03022185,0.85806286,0.08425954,-0.24923113,0.12340247,-0.054567866
16798,0.6736761,1,-0.21476614,0.009713524,0.27171063,-0.021414598,0.6943458,0.027618002,-0.051852107,-0.104805335,0.028661327
12608,0.9921705,1,4.4478188,0.34548604,-0.089534834,0.17990768,-0.4588435,0.1595829,0.054118954,0.12763771,-0.009817307
13328,0.009133294,0,2.1175144,-0.07586148,-0.024108393,0.14465594,-7.3110695,0.102397166,0.33664027,0.016491344,-0.07896023
16435,0.47378138,0,-0.021857772,-0.021335665,-0.039182235,-0.03481695,0.15184961,0.01757691,0.13673678,-0.24143021,-0.13815938
14861,0.11351688,0,-2.048112,-0.06191688,-0.090619355,-0.08082049,0.5381516,-0.062862635,-0.3072999,0.06865674,-0.096135974
14431,0.5229759,1,-0.33878255,-0.4427753,-0.1339576,-0.03388699,0.7928962,0.15840353,0.14262743,0.048880063,-0.1870849
13023,0.99427503,1,3.990726,0.07125853,0.34610242,-0.16011801,0.46721295,0.17764032,0.07987933,0.051150803,0.04768861
15068,0.75784075,1,0.6195146,0.15062378,-0.116599455,-0.0073081832,0.55642146,0.068099365,0.20850101,-0.18557829,-0.23844473
15617,0.37490386,0,0.002420669,-0.08469933,-0.11125709,-0.02264184,-0.05485819,0.0014894421,-0.013004739,0.060101766,-0.37443513
15765,0.9951297,1,3.8570774,0.34469926,-0.017937094,-0.03918104,0.81423557,0.0845246,0.03599569,0.14204526,0.012611663
17374,0.22195101,0,-0.151502,0.3193429,0.40575013,0.00019686087,-1.5625381,-0.14572841,-0.012088635,0.05514372,-0.24855801
12909,0.53405637,1,-0.3914669,-0.10451891,-0.09613735,-0.10209861,0.86201733,-0.05167322,-0.08512158,0.058939405,-0.03915163
12835,0.024760175,0,-2.9689646,-0.58884335,-0.20216668,-0.032274667,0.34191695,-0.124989435,-0.02324094,-0.18225755,0.02172371
18275,0.8912185,1,0.74699855,0.06683675,-0.017729351,0.119886994,0.83131254,0.10015101,0.15350148,0.09639518,-0.0797539
13632,0.5765194,1,-0.2506156,-0.11023919,-0.081703216,-0.063538015,0.6783238,0.0807785,0.0037389481,0.016412523,-0.05030445
14303,0.6479155,1,0.687331,0.3649107,0.08016624,0.09443879,-0.38558668,-0.1956716,0.003615894,0.03397471,-0.15893759
18166,0.9972487,1,3.9622655,0.7279841,0.45081514,-0.043526523,0.6541686,-0.032691374,-0.04019782,0.12391197,0.0045657167
14461,0.14946856,0,-1.9426343,-0.6302777,-0.21263358,0.069162585,0.61345416,0.23769447,0.113814265,-0.113049835,0.040046476
17588,0.43202224,0,-0.66310394,-0.28173596,-0.15339968,0.030275643,0.7477312,-0.009968952,-0.043952264,0.018125443,-0.0032247405
14437,0.44786125,0,-0.6787594,-0.09437912,0.1248438,0.05652435,0.49691004,-0.014236364,-0.29438472,0.06846874,0.04004894
17271,0.99706537,1,3.9700558,0.6093476,0.41271326,0.032258213,0.57764745,0.0061541293,0.05361803,0.0838083,-0.0029961364
14353,0.5210219,1,0.4186079,0.39240763,0.08939366,0.14836505,-0.8495034,-0.12119909,0.04445743,0.064329036,-0.188369
18127,0.9933473,1,4.5239244,0.6456813,0.37361515,-0.10310535,-0.5878551,0.06519702,-0.076169,0.08226074,-0.0031411126
12894,0.9974323,1,3.9561493,0.7534548,0.50930774,-0.03586601,0.66901207,-0.035259165,-0.026551519,0.060676135,0.025581643
12586,0.5616133,1,-0.27671245,-0.14988318,-0.101242825,-0.065711536,0.8296531,0.2103397,-0.009505568,0.08156981,-0.35644308
12963,0.27626216,0,-0.75048345,-0.25714117,-0.08846031,0.084022775,0.13487498,-0.02242362,-0.007033268,0.013691925,-0.15577444
13263,0.029719925,0,-1.1389313,-0.31634235,-0.19939664,-0.15896432,-1.1395336,-0.0002970838,-0.035874914,-0.33788013,-0.24419528
17516,0.0027704702,0,0.0066661835,0.08760197,-0.10907199,0.0559734,-5.6710653,-0.11932594,-0.066200055,-0.026476743,-0.12971185
14993,0.99817896,1,3.9211574,0.7983703,0.4259028,0.1224691,0.7764043,-0.055252448,0.01075959,0.1804068,0.040655036
14152,0.493731,0,-0.70954406,-0.023496445,-0.121459536,0.0061296765,0.74586153,0.028252041,0.13874236,0.084760614,-0.2599718
14489,0.70058155,1,0.12792557,-0.057640854,-0.10647743,-0.0022004806,0.61073023,0.074188836,0.20178647,0.026164839,-0.11005654
18236,0.44298908,0,-0.66495025,-0.11473391,0.2287649,-0.010571279,0.6118407,0.022763014,-0.12809488,0.073861234,-0.33356765
14627,0.7868367,1,0.12128052,0.21011348,0.012372976,0.05528641,0.70582235,-0.1550751,-0.1097825,0.16540296,0.21489324
17359,0.9978089,1,3.8449764,0.7433748,0.45932618,0.05014466,0.87722915,-0.046446,0.017505556,0.07949803,0.009895805
14037,0.4220082,0,-0.69512886,0.023147168,-0.025354609,-0.046336938,0.6294374,-0.12744142,-0.10861081,-0.037529707,-0.012365035
17886,0.4404043,0,-0.30956015,0.05159124,0.12611045,-0.08680385,0.67187107,-0.18673252,-0.11510001,0.021568459,-0.4981144
18052,0.9887137,1,3.9285207,-0.4725522,-0.095363125,-0.092501916,0.6561919,0.08159719,0.42195895,0.018805597,-0.05949265
15111,0.50582016,1,0.07869146,-0.051225808,-0.13631915,-0.066495754,0.44483656,0.067222,-0.021292668,0.008203407,-0.3859866
14805,0.50743634,1,-0.22404398,0.0032883554,-0.104737185,0.057888955,0.6466353,-0.14971714,-0.12718214,-0.017575214,-0.14045751
17725,0.007053535,0,2.0776453,0.21964498,0.17176065,-0.0039534476,-7.763644,0.09537236,0.13170025,0.06307409,-0.024391418
16527,0.99275255,1,4.4453387,-0.07683144,-0.003642616,0.013149179,-0.08516508,0.14523426,0.35065737,0.08854973,-0.043105196
14454,0.3740376,0,-0.6373803,-0.12598808,0.082401134,0.022892773,0.6451238,-0.15746981,-0.3685866,-0.080226675,0.018651446
14046,0.009473646,0,2.1185958,0.36390805,-0.010678742,-0.08884573,-7.5085297,0.100390956,0.31859508,0.020294309,-0.049101274
17102,0.0071449606,0,2.0665216,0.503181,0.25089592,0.041016176,-7.679593,-0.0643675,-0.1281161,-0.010933934,0.0015725947
15167,0.4923123,0,-0.39765295,-0.15000218,-0.07950711,0.06662013,0.8099893,0.00089757575,0.16359176,-0.39380473,-0.13653329
17514,0.9968612,1,3.8849208,0.46622083,0.21198706,0.021681933,0.80919594,0.111289114,0.079173885,0.08053093,0.010137215
15165,0.0058367085,0,2.0905762,0.026712071,0.14128311,-0.10770262,-7.633601,0.1729839,0.032270405,0.0692726,-0.015175378
17981,0.9958882,1,4.437667,0.5374739,0.15865076,0.16180599,-0.2533754,0.14931333,0.11779224,0.09177002,0.0030174311
16602,0.48527262,0,-0.1622848,0.58656096,0.33792496,-0.011689203,-1.8258041,-0.1607075,-0.05529019,0.022831753,1.1238837
12389,0.7586418,1,0.12968789,-0.05893096,-0.090834856,-0.1346495,0.9072243,0.18602662,0.18314888,0.045695454,-0.10776876
14594,0.006625914,0,2.1147084,0.26180652,0.15462224,0.003756837,-7.763902,0.055029433,0.019420113,0.07657547,-0.017780257
14695,0.6284528,1,-0.23954593,-0.04499455,-0.07714621,0.062173646,0.725064,0.04806437,0.005347026,0.000116903335,-0.039142728
15395,0.00618135,0,2.073132,0.45405912,0.31907558,-0.006439479,-7.805123,-0.07987503,-0.13686024,0.04294087,-0.026573606
15280,0.9027984,1,0.66844034,0.4819509,0.020027913,0.09825287,0.69290394,0.006247446,0.18803956,0.076598495,-0.08939846
15142,0.25626042,0,-0.73786235,-0.19279309,-0.20658657,0.053775735,-0.046918426,0.026475536,-0.0116072325,-0.018732881,-0.016895287
14981,0.90420645,1,0.5617876,0.57955307,0.18117008,0.03510826,-0.6439476,-0.061060965,-0.17074332,0.07792759,1.5994196
16437,0.54019743,1,0.43388334,0.39071834,0.012762126,0.16024294,-0.7157642,-0.027066333,-0.04926408,0.09013116,-0.22015378
15211,0.0063715656,0,2.091578,0.2012758,0.3463709,-0.08210784,-7.8207617,0.04588964,-0.000849635,0.099048145,-0.015605843
16545,0.008020347,0,2.1153407,0.22107708,0.09199493,0.105109334,-7.647514,0.07818293,0.11292126,0.06577732,-0.04625683
16885,0.18525065,0,0.27466878,0.23614234,0.18627343,-0.03298348,-1.927113,0.058388066,-0.03288877,-0.0072595673,-0.3220469
17644,0.16220063,0,-1.9614567,-0.46163514,-0.20919093,0.14130645,0.87696826,0.019606104,-0.046381626,-0.07272823,-0.0140812695
14586,0.008719748,0,2.1060555,0.2708998,-0.045804918,-0.06376657,-7.457145,0.05973904,0.31887412,0.047650445,-0.05555724
16209,0.6662613,1,-0.32063073,-0.22051561,-0.14227235,-0.041524254,0.47881654,0.2737605,0.13546334,0.027739247,0.41483873
14947,0.58274263,1,-0.2817454,-0.053389065,0.15297084,0.020349704,0.65218836,-0.18018709,-0.11439883,0.04064395,0.011961533
16019,0.039886188,0,-2.917818,-0.5725151,-0.2533634,-0.034321323,0.3531518,0.2077415,0.08202583,-0.29716977,0.16559829
13590,0.05308327,0,-2.2464018,-0.5337489,-0.3222329,-0.043715183,0.39915034,0.039225098,0.049660828,-0.48608828,0.17715117
12632,0.6528445,1,-0.25780365,0.025331724,-0.075639635,0.10921834,0.6209844,-0.085417345,0.10140676,0.15917256,-0.051334742
13008,0.5030676,1,-1.0538082,0.17734674,-0.080287494,-0.1094232,0.7528988,-0.052427888,-0.022828726,0.15189376,0.16325858
14824,0.27112314,0,-0.9999736,-0.44363695,-0.1330231,-0.11945498,0.6950052,0.032117967,0.062919796,0.036141142,-0.20467506
16808,0.006698191,0,2.1233797,0.4123276,0.33429366,-0.038607694,-7.8761516,-0.0681381,-4.332862e-06,0.06519051,-0.037134666
15750,0.046101682,0,-2.4575062,-0.5104572,-0.3389593,0.04402644,0.4052823,0.032508887,-0.071088895,-0.39950916,0.18034628
17023,0.62808275,1,0.15269521,-0.083973184,-0.08232976,-0.11683346,0.908146,0.021797787,0.0855884,0.060826294,-0.50756514
17954,0.035388254,0,-2.5872998,-0.32614946,-0.22042729,-0.09182134,0.4474805,-0.19313352,-0.06804085,-0.19370879,-0.15789486
12819,0.9925954,1,4.2475767,0.15955056,-0.093432784,0.00093129236,0.15614617,0.19439055,0.026472088,0.10770129,0.013236221
15405,0.9962275,1,3.9645474,0.46460518,0.21592815,-0.04992024,0.60391545,0.111397825,0.075322226,0.09135765,0.013441334
16794,0.49017185,0,-0.40007642,-0.0015385645,-0.08894552,-0.00530882,0.56066227,-0.097622566,-0.07683263,-0.08228651,0.06698267
15703,0.0060584038,0,2.1413567,0.39070284,0.32068315,-0.01989809,-7.79685,0.034475435,-0.248413,0.061622854,-0.06955806
16136,0.7709224,1,0.1230258,0.27912414,0.039883614,0.019439604,1.0462332,-0.22966176,-0.13582821,0.08216776,-0.09650617
15501,0.45990276,0,0.40436152,0.21934552,0.20472522,-0.004623077,-0.8563921,-0.007375395,-0.027198713,-0.02677166,-0.15245321
13636,0.0029987693,0,0.28266454,0.23566808,0.07152129,-0.0105285905,-6.153152,-0.004395878,-0.10597249,0.01955932,-0.22755872
17099,0.9938095,1,3.9423916,0.18171541,-0.0296024,-0.0045641707,0.57428926,0.19500074,0.069226176,0.06253254,0.0019054011
15260,0.026585096,0,-2.8700738,-0.58046883,-0.26739535,0.13997716,0.3758105,0.035488483,-0.078480616,-0.20653225,-0.23443407
16275,0.84060264,1,0.62845725,-0.18175675,-0.07164981,-0.012026897,0.74488735,0.13810296,0.3689382,0.080253705,-0.11813552
13855,0.6124525,1,-0.3770639,-0.060733736,-0.08216426,0.07616284,0.7209358,0.022595095,0.023223707,0.039263025,0.00976628
13873,0.37931043,0,-1.0278974,-0.032183364,-0.0100448495,0.013006969,0.78371483,-0.26366714,-0.03038399,0.06639514,-0.07706432
15920,0.70706975,1,-0.34777763,0.28445432,0.14151555,-0.011982641,0.62465435,0.04077322,0.012003253,0.11373196,-0.06182586
17648,0.9905844,1,4.2232437,0.32570794,-0.09031944,0.12402793,-0.812066,0.18178594,0.40360218,0.122631036,0.0916672
14607,0.16142575,0,-1.9552741,-0.55748916,-0.22682986,0.057951044,0.44396323,0.04527235,-0.10078382,0.06464663,0.49523786
14346,0.36597285,0,-0.3824772,-0.12710309,-0.15027744,0.09192218,-0.14839914,0.038750425,-0.07321281,-0.011536292,0.12715268
15369,0.08537793,0,-2.1226852,-0.5095536,-0.21439683,-0.025590587,0.44812495,0.014405906,-0.019972265,0.14220953,-0.16961432
17401,0.9973037,1,3.9542046,0.7214804,0.5021322,-0.04390365,0.6582765,-0.073671535,-0.019087404,0.09276863,0.035337266
17706,0.025528861,0,-2.8692715,-0.6112239,-0.25309494,-0.07013147,0.62690014,0.010588428,0.027766412,-0.30282807,-0.28643858
15730,0.28130418,0,-0.13694948,0.1221739,-0.049460705,0.013689692,-0.90379065,-0.029846353,-0.05373016,0.07516479,-0.060900755
13899,0.0064407047,0,2.1036122,0.24168625,0.31237674,-0.0036264164,-7.8612432,0.05612379,-0.010048663,0.058083862,-0.021264216
15073,0.56674147,1,-0.3577595,-0.22150972,-0.108591095,-0.013245125,0.8336191,0.060555343,0.110879935,-0.029230181,-0.09179818
13884,0.24048284,0,-1.5504045,-0.10449241,0.2036682,0.023504114,-0.1260535,0.032848224,-0.09534843,-0.014800208,0.39539585
17003,0.3831873,0,-0.32272902,-0.056834605,-0.10616854,0.13363744,0.4890776,-0.025297716,-0.11795557,-0.03796281,-0.51745677
13369,0.005095806,0,0.32187754,0.17890158,0.099781275,-0.1472594,-6.412204,-0.12137817,-0.14581482,-0.012320284,0.87853855
16308,0.58977556,1,-0.15246141,-0.28136313,0.07043173,-0.19965625,0.57495606,0.12128883,0.439694,-0.11313899,-0.18236119
16883,0.032593798,0,-2.4044046,-0.16552389,-0.011322454,-0.096861504,0.47641262,-0.29714456,-0.11891106,-0.11039844,-0.74799293
16448,0.997718,1,4.2521825,0.71225005,0.43015116,0.10394854,0.30726025,0.0018809148,0.025792409,0.13107958,0.030208994
16711,0.20600279,0,-1.0238457,-0.27903855,-0.1428027,-0.040488273,0.458275,-0.013635158,-0.3349846,0.0686161,-0.12693387
13979,0.104568884,0,-1.8016002,-0.28998354,-0.15262344,-0.0842889,0.46097314,0.010256535,-0.04865152,-0.1737187,-0.15347236
13294,0.99326044,1,3.819392,-0.09623233,-0.048775252,-0.048007637,0.73018366,0.16117737,0.3280537,0.11806292,-0.056498338
14193,0.2204702,0,0.37539986,-0.13351096,-0.092916444,-0.18136099,-1.478688,0.05728898,0.20001481,0.06108666,-0.1558899
13192,0.5083928,1,-0.67802274,-0.21404783,-0.08415089,0.10158567,0.78197956,-0.00344811,0.16912518,-0.00058578094,-0.12450904
17227,0.39611652,0,-1.0629587,-0.1115814,-0.05644615,-0.029161591,0.6748437,0.09522154,0.021559613,0.08634732,-0.12514494
18170,0.4338424,0,-0.67564183,-0.28847578,-0.15006146,-0.00068216835,0.79709893,-0.002734514,-0.060235344,0.025196012,0.0036967194
16226,0.5178139,1,0.430713,0.27803183,-0.13839869,0.16187254,-0.85844666,0.047070067,0.07326881,0.07050306,-0.07897619
16235,0.103009336,0,-1.1520712,-0.13057195,-0.0190271,-0.07280836,-0.42090452,-0.06676807,-0.34148717,0.0011905672,-0.047425862
16870,0.9954686,1,4.224767,0.31586128,0.1746107,-0.042631924,0.24837528,0.19983368,0.07614716,0.11611515,-0.0065432913
15715,0.60007894,1,-0.38699335,0.010958068,0.11077206,0.056912456,0.64953905,-0.129205,-0.08068203,0.09725408,-0.008409557
12989,0.027386546,0,-3.0090563,-0.6074407,-0.3546911,-0.02928167,0.36200416,-0.0027629079,0.062152956,0.11755602,-0.19406356
12845,0.0015739348,0,-0.2967301,0.17154631,0.044112563,-0.13814752,-5.62003,-0.15260044,-0.16252042,0.0794505,-0.4633296
15639,0.6611025,1,-0.23672865,0.13051686,-0.050622717,0.0069553074,0.71056974,0.085706815,-0.068477556,0.06284856,-0.05820582
17218,0.08889554,0,-2.0464902,-0.29600945,-0.15824,-0.06863948,0.6572641,0.015352409,-0.06334911,-0.16940616,-0.28332654
15735,0.99552995,1,4.4164352,0.44004738,0.20193519,0.0067181224,-0.12827474,0.1427259,0.16016906,0.08063054,-0.00014493009
13669,0.99457246,1,4.4317274,0.67351717,0.14440526,0.10932527,-0.3694708,-0.076986365,0.1081681,0.08151424,0.022980675
15742,0.9976815,1,3.937945,0.7777535,0.47078246,0.03673038,0.7179796,-0.05123703,-0.008072431,0.07259566,0.02440285
13936,0.37917677,0,0.39774475,0.10876611,-0.16549517,-0.04165674,-0.91798633,0.07719316,0.056636915,0.049934234,-0.14382899
17195,0.9957579,1,3.8544466,0.16312099,-0.05927339,0.06429592,0.7187915,0.19584022,0.3408474,0.14750879,-0.052789096
17478,0.76125526,1,0.6097096,-0.09827016,-0.09768384,0.007594797,0.74763346,0.04679991,0.031509005,0.039261747,-0.21262877
17336,0.99745077,1,4.2435145,0.7787303,0.39730772,0.11614824,0.29015803,0.05481287,-0.03250765,0.0064100414,0.029175935
15184,0.90870506,1,0.6910651,0.47434846,0.09633672,-0.0050995406,0.96041286,-0.09278039,0.03790422,0.108078316,-0.05799004
